Site,Genus,species,ID,individual_ID,date_collected,cutting_ID,bud_ID,bud_location,bud_location_notes,bud_BBCH,node_number_1,node_number_2,node_number_3,bud_width,bud_length,date_measure,photo_file,date_dry,stem_diameter,bud_mass,date_mass,date_fixed,scale_number,scale_note,bud_type,leaf_number,leaf_primordia_number,whorl_number,vernation_note,aestivation_note,notes_misc
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,16,Lateral,,0,8,5,,0.86,1.37,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,17,Lateral,,0,8,5,,0.85,0.94,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,18,Terminal_twig,at end of shortest twig in second highest cluster,0,8,5,,1.87,2.76,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,19,Lateral,accessory to bud 18,0,8,5,,1.27,3.18,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,20,Lateral,accessory to bud 18,0,8,5,,0.99,1.28,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,21,Lateral,,0,8,5,,0.92,0.97,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,22,Lateral,,0,8,5,,0.57,1.23,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,23,Terminal_twig,at end of longest spur in third highest cluster,0,8,5,,1.98,2.71,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,24,Terminal_twig,at end of second longest spur in third highest cluster,0,8,5,,3.62,7.86,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,25,Terminal_twig,at end of third longest spur in third highest cluster,0,8,5,,1.72,3.08,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,26,Terminal_twig,at end of shortest spur in third highest cluster,0,8,5,,0.93,1.36,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,27,Terminal_twig,at end of spur at end of fourth highest cluster,0,8,5,,1.38,2.32,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,28,Terminal_twig,at end of longest spur in lowest cluster,0,8,5,,1.59,2.44,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,5,RHOPRI05_HF,22-Jan-15,X,29,Terminal_twig,at end of shorter spur in lowest cluster,0,8,5,,1.65,3.02,2015-02-16,,,4.11,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,1,Terminal_twig,central twig,0,5,,,1.87,3.36,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,2,Lateral,accessory,0,5,,,0.46,0.35,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,3,Lateral,,0,5,,,0.51,0.53,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,4,Lateral,,0,5,,,0.67,0.69,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,5,Lateral,,0,5,,,0.48,0.71,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,6,Lateral,,0,5,,,0.32,0.55,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,7,Terminal_twig,stouter twig,0,5,,,1.63,4.06,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,8,Lateral,accessory,0,5,,,0.44,0.74,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,9,Lateral,accessory,0,5,,,0.54,0.67,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,10,Lateral,,0,5,,,0.41,0.46,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,11,Lateral,,0,5,,,0.27,0.35,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,12,Lateral,,0,5,,,0.22,0.27,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,13,Terminal_twig,"skinnier twig, branching off near bud 7",0,5,,,1.77,2.86,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,14,Lateral,,0,5,,,0.46,0.45,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,15,Lateral,,0,5,,,0.65,0.58,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,16,Lateral,,0,5,,,0.51,0.62,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,17,Lateral,on main stem,0,5,,,0.39,0.48,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,18,Terminal_twig,stouter twig,0,5,,,1.85,4.58,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,19,Lateral,accessory,0,5,,,0.69,0.86,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,20,Lateral,accessory,0,5,,,0.62,0.69,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,21,Lateral,,0,5,,,0.73,0.57,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,22,Lateral,,0,5,,,0.63,0.71,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,23,Terminal_twig,"skinnier twig, branching off near bud 17",0,5,,,1.87,4.01,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,24,Lateral,accessory,0,5,,,0.55,0.56,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,25,Lateral,accessory,0,5,,,1.05,1.27,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,26,Lateral,,0,5,,,0.48,0.51,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,27,Lateral,,0,5,,,0.85,0.77,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,28,Lateral,,0,5,,,0.44,0.43,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,29,Lateral,,0,5,,,0.55,0.41,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,30,Lateral,,0,5,,,0.63,0.75,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,31,Lateral,on main stem,0,5,,,0.48,0.46,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,W,32,Lateral,,0,5,,,0.44,0.5,2015-02-16,,2015-02-16,3.47,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,1,Terminal_twig,"tallest, slender twig",0,6,,,1.9,4.54,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,2,Lateral,,0,6,,,0.93,1.29,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,3,Lateral,,0,6,,,0.68,0.88,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,4,Lateral,,0,6,,,0.63,0.65,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,5,Lateral,,0,6,,,0.65,0.7,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,6,Lateral,,0,6,,,0.39,0.5,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,7,Lateral,small bud at scale scars,0,6,,,0.61,0.79,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,8,Terminal_twig,stout twig,0,6,,,1.83,6,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,9,Lateral,accessory,0,6,,,0.61,0.65,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,10,Lateral,,0,6,,,0.48,0.9,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,11,Lateral,,0,6,,,0.39,0.33,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,12,Lateral,,0,6,,,0.39,0.42,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,13,Lateral,,0,6,,,0.57,0.31,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,14,Terminal_twig,,0,6,,,1.52,3.73,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,15,Lateral,,0,6,,,0.36,0.59,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,16,Lateral,,0,6,,,0.45,0.59,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,17,Lateral,,0,6,,,0.4,0.48,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,18,Lateral,,0,6,,,0.34,0.43,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,6,RHOPRI06_HF,21-Jan-15,X,19,Lateral,on main stem,0,6,,,0.7,0.72,2015-02-16,,,2.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,1,Terminal_twig,mini twig,0,9,,,1.19,1.8,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,2,Lateral,,0,9,,,1.65,3.55,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,3,Lateral,,0,9,,,1.42,2.54,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,4,Lateral,,0,9,,,1.43,2.87,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,5,Lateral,,0,9,,,1.13,2,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,6,Lateral,,0,9,,,1.31,2.59,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,7,Lateral,,0,9,,,1.59,3.24,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,8,Terminal_twig,,0,9,,,1.99,3.67,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,9,Lateral,,0,9,,,1.36,1.99,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,10,Lateral,,0,9,,,1.03,1.65,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,11,Lateral,,0,9,,,0.74,1.14,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,12,Lateral,,0,9,,,0.94,1.41,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,13,Lateral,,0,9,,,0.49,0.5,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,14,Lateral,,0,9,,,0.58,0.54,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,15,Terminal_twig,bendy little twig,0,9,,,1.7,3.58,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,16,Lateral,,0,9,,,0.67,0.55,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,17,Lateral,,0,9,,,0.64,0.82,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,18,Lateral,,0,9,,,0.41,0.63,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,19,Lateral,,0,9,,,0.6,0.59,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,W,20,Lateral,,0,9,,,0.4,0.54,2015-02-16,,2015-02-16,2.42,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,1,Terminal_twig,longest twig in top whorl.,0,6,6,,2.05,4.31,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,2,Lateral,,0,6,6,,0.75,1.25,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,3,Lateral,,0,6,6,,0.34,0.5,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,4,Lateral,,0,6,6,,0.42,0.44,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,5,Lateral,,0,6,6,,0.57,0.74,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,6,Lateral,,0,6,6,,0.52,0.63,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,7,Terminal_twig,medium twig in top whorl,0,6,6,,1.8,3.69,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,8,Lateral,,0,6,6,,0.91,1.01,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,9,Lateral,,0,6,6,,0.41,0.62,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,10,Lateral,,0,6,6,,0.54,0.36,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,11,Lateral,,0,6,6,,0.29,0.45,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,12,Lateral,,0,6,6,,0.48,0.5,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,13,Terminal_twig,small twig in top whorl with larger bud,0,6,6,,1.76,3.84,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,14,Terminal_twig,small twig in top whorl with smaller bud,0,6,6,,1.26,1.98,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,15,Lateral,,0,6,6,,0.39,0.53,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,16,Terminal_twig,mini twig off lower fork,0,6,6,,1.36,2.65,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,17,Terminal_twig,,0,6,6,,1.91,3.41,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,18,Lateral,accessory,0,6,6,,0.53,0.46,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,7,RHOPRI07_HF,21-Jan-15,X,19,Lateral,,0,6,6,,0.5,0.45,2015-02-16,,,3.2,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,1,Terminal_twig,topmost bud,0,5,4,4,1.71,3.95,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,2,Lateral,accessory,0,5,4,4,0.5,0.91,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,3,Lateral,accessory,0,5,4,4,0.49,0.86,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,4,Terminal_twig,,0,5,4,4,1.68,3.57,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,5,Terminal_twig,,0,5,4,4,1.64,3.83,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,6,Lateral,,0,5,4,4,0.29,0.44,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,7,Lateral,,0,5,4,4,0.47,0.34,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,8,Lateral,,0,5,4,4,0.66,0.68,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,9,Terminal_twig,,0,5,4,4,1.69,4.11,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,10,Terminal_twig,,0,5,4,4,1.89,4.72,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,W,11,Lateral,,0,5,4,4,0.58,1.44,2015-02-06,,2015-02-06,3.09,,,,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,1,Terminal_twig,,0,6,5,,2.05,4.2,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,2,Lateral,accessory,0,6,5,,0.65,0.64,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,3,Lateral,accessory,0,6,5,,1.04,0.95,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,4,Lateral,,0,6,5,,0.47,0.63,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,5,Lateral,,0,6,5,,0.54,0.76,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,6,Lateral,,0,6,5,,0.79,0.76,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,7,Lateral,,0,6,5,,0.72,0.74,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,8,Terminal_twig,,0,6,5,,1.77,3.27,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,9,Terminal_twig,,0,6,5,,2.12,4.48,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,10,Lateral,accessory,0,6,5,,0.68,0.84,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,11,Lateral,accessory,0,6,5,,0.56,0.83,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,12,Lateral,,0,6,5,,0.94,0.96,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,13,Terminal_twig,,0,6,5,,1.45,3.04,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,14,Terminal_twig,,0,6,5,,1.37,3.13,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,15,Lateral,larger bud off main stem,0,6,5,,1.29,2.85,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Rhododendron,prinophyllum,8,RHOPRI08_HF,21-Jan-15,X,16,Terminal_twig,,0,6,5,,1.65,3.28,2015-02-06,,,3.63,,,2015-02-26,,,,,,,,,
Harvard Forest,Spiraea,alba,1,SPIALB01_HF,22-Jan-15,W,1,Pseudoterminal,,0,,,,0.93,1.25,2015-02-13,,2015-02-13,1.65,,,,,,,,,,,,
Harvard Forest,Spiraea,alba,1,SPIALB01_HF,22-Jan-15,W,2,Lateral,,0,,,,1.01,1.34,2015-02-13,,2015-02-13,1.65,,,,,,,,,,,,
Harvard Forest,Spiraea,alba,1,SPIALB01_HF,22-Jan-15,W,3,Lateral,,0,,,,0.98,1.72,2015-02-13,,2015-02-13,1.65,,,,,,,,,,,,
Harvard Forest,Spiraea,alba,1,SPIALB01_HF,22-Jan-15,W,4,Lateral,,0,,,,1.11,1.91,2015-02-13,,2015-02-13,1.65,,,,,,,,,,,,
Harvard Forest,Spiraea,alba,1,SPIALB01_HF,22-Jan-15,W,5,Lateral,,0,,,,1.27,1.87,2015-02-13,,2015-02-13,1.65,,,,,,,,,,,,
